,Date,orig_SO,ShipDate,Specifier,Customer,Job_Name,Summary,Product_Family,Qty,Qty_On_Order,Prob_Part,Replaced,Repl_SO,RMA,Comments,Code
328,2/12/2020,,,NA,SAVANT SYSTEMS LLC,NA,CREDIT UPON RECEIPT  ,SERVICE PARTS,1,,USAI-4DL-DRIVER-NM-FC1IX32A-00,,,RMA13608,,ELECTRICAL
329,2/12/2020,,,NA,CANTLON,NA,  REPORTED DEFECTIVE ,SERVICE PARTS,1,,SP-251-0-500,,,RMA13604,,ELECTRICAL
330,2/12/2020,SO98541,,NA,"USESI, US ELECTRICAL SERVICES, INC",NA,  REPORTED DEFECTIVE ,MICRO,1,,MDL08-27H1-40KS-50-WH-TRM,,,RMA13601,,ELECTRICAL
331,2/12/2020,SO98756,,NA,SCOTT ELECTRIC COMPANY,MICROSOFT PGH, REPORTED NEVER WORK  OUT OF THE BOX ,SERVICE PARTS,1,,SP-346-RD-0350-22,,,RMA13600,,ELECTRICAL
332,2/12/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED DO NOT CHANGE COLORS,LED,15,,LED-273-S00-RGB30B,,,RMA13598,,ELECTRICAL
333,2/12/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED DO NOT CHANGE COLORS,ELECTRICAL,15,,E2-610,,,RMA13598,,ELECTRICAL
334,2/10/2020,SO93791,,DESIGN BUILD,N&S ELECTRIC SUPPLY,MELVILLE CAPITAL STARK RESIDENCE,  REPORTED DEFECTIVE ,REMOTE PS,2,,RPB-01-18FC1-UNV-D23X1-RJ,,,RMA13588,,ELECTRICAL
335,2/10/2020,,,NA,SHEPHERD ELECTRIC-BALTIMORE,NA, REPORTED DEFECTIVE ,SERVICE PARTS,3,,SP-273,,,RMA13587,,ELECTRICAL
336,2/7/2020,,,NA,PHILLIP MONAT LIGHTING DESIGN,NA,  REPORTED DEFECTIVE ,MICRO,1,,MDL02-08H1-27KH-35-WH-TRM,,,RMA13580,,ELECTRICAL
337,2/7/2020,,,NA,PHILLIP MONAT LIGHTING DESIGN,NA,  REPORTED DEFECTIVE ,MICRO,1,,MWL02-08H1-27KH-WH-TRM,,,RMA13580,,ELECTRICAL
338,2/7/2020,SO97279,,SMITH GROUP,CED-STERLING,HINES 1900 K ST NW/QUOTE 45176,  REPORTED FIXTURES COLOR CHANGE  DOES NOT WORK ,SERVICE PARTS,1,,SP-394-02,,,RMA13578,,ELECTRICAL
339,2/7/2020,SO85513,,NICK MELONI,SAVANT SYSTEMS LLC,LIGHT MATTERS,  REPORTED FIXTURE ONLY PRODUCES ONE COLOR (GREEN) ,SAVANT RECESS 3,1,,USAI-3DL-LED-FC1XX-00,,,RMA13574,,ELECTRICAL
340,2/7/2020,,,NA,SAVANT SYSTEMS LLC,NA,  REPORTED FIXTURE ONLY PRODUCES ONE COLOR (GREEN) ,SAVANT CYLINDER 3,1,,USAI-3DL-FC1RX18A-00,,,RMA13574,,ELECTRICAL
341,2/7/2020,,,NA,SAVANT SYSTEMS LLC,NA,  REPORTED FIXTURE ONLY PRODUCES ONE COLOR (GREEN) ,SAVANT CYLINDER 3,1,,USAI-3DL-FC1RX18A-00,,,RMA13574,,ELECTRICAL
342,2/5/2020,SO81028,,DESIGN BUILD,REXEL-CLS-HARTFORD,NA HOKU / QUOTE 39201,  REPORTED BURNT LED ,SERVICE PARTS,1,,SP-350-080-80,,,RMA13565,,ELECTRICAL
343,2/5/2020,SO84329,,NA,SAVANT SYSTEMS LLC,LIGHT DEMO,  REPORTED LED IS PRODUCING A PINKISH HUE,LED,1,,USAI-4DL-LED-FC1XX-00,,,RMA13561,,ELECTRICAL
344,2/4/2020,SO83121,,HOK,TURTLE & HUGHES-LINDEN,LAGUARDIA AIRPORT, CREDIT UPON RECEIPT  ,BEVELED 2.1,24,,3021-AC1-S-10,,,RMA13555,,ELECTRICAL
345,2/3/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED BAD COLOR LED (DISCOLORED) ,NANOLED MULTIPLES,56,,LNMT-1-10-10-8420-M2-30KH-25-10-10-TRM,,,RMA13551,,ELECTRICAL
346,2/3/2020,,,NA,MAYER ELECTRIC SUPPLY - LEWISVILLE,NA,  REPORTED DAMAGED,TRAC 2.2,2,,B4RWP-24C3-30KH-W1-NC-UNV-D6E-HSG,,,RMA13548,,COSMETIC
347,1/31/2020,SO100224,,HOK,BUCKLES-SMITH,101 CALIFORNIA 22ND & 23RD FL ,  REPORTED DAMAGED ,BEVELED 2.2,2,,B4SWF-12C3-35KS-W2-FT-UNV-D6E-HSG,,,RMA13547,,COSMETIC
348,1/31/2020,SO100224,,HOK,BUCKLES-SMITH,101 CALIFORNIA 22ND & 23RD FL ,  REPORTED DAMAGED ,BEVELED 2.2,6,,B4SDF-16C3-35KS-50-FT-UNV-D6E-HSG,,,RMA13547,,COSMETIC
349,1/31/2020,SO100224,,HOK,BUCKLES-SMITH,101 CALIFORNIA 22ND & 23RD FL ,  REPORTED DAMAGED ,BEVELED 2.2,2,,B4SDF-12C3-35KS-50-FT-UNV-D6E-HSG,,,RMA13547,,COSMETIC
350,1/30/2020,SO81209,,ROBERT DEAN ARCHITECTS,"USESI, US ELECTRICAL SERVICES, INC",DINGLETOWN PHASE 3/QUOTE 38926,  REPORTED TRIMS  PARTIALY LIGHTING UP  ,MICRO,2,,MWL08-27H1-30KS-WH-TRM,,,RMA13540,,ELECTRICAL
351,1/28/2020,SO88982,,NA,MENORAH WHOLESALE,322 12TH STREET RESIDENCE,  REPORTED NOT WORKING ,MICRO,1,,MWL12-41H1-30KH-WH-TRM,,,RMA13524,,ELECTRICAL
352,1/27/2020,SO95758,,SYSKA HENNESSY,WELTMANN LIGHTING LLC,THE D E SHAW GROUP /Q45960,  REPORTED 2 FIXTURES NOT ILLUMINATING AND 1 BROKEN TRIM ,BEVELED 2.2,1,,B4RDF-SF-WH-WH-TRM,,,RMA13515,,ELECTRICAL
353,1/23/2020,SO92562,,NA,CED - ORANGE,NA,  REPORTED  MORE FAILURES (7) OUT OF (31) ,HARDWARE,1,,W2-057C,,,RMA13508,,ELECTRICAL
354,1/22/2020,SO87374,,CORGAN ASSOCIATES,CED-DALLAS,AMERICAN AIRLINESCREDIT UNION,  REPORTED NOT WORKING ,MICRO,3,,MDM12-41H1-35KS-35-SM-TRM,,,RMA13491,,ELECTRICAL
355,1/22/2020,SO87374,,CORGAN ASSOCIATES,CED-DALLAS,AMERICAN AIRLINESCREDIT UNION,  REPORTED NOT WORKING ,MICRO,3,,MDM12-41H1-NC-UNV-D2-BL-HSG,,,RMA13491,,ELECTRICAL
356,1/22/2020,SO87365,,NA,SAVANT SYSTEMS LLC,QUOTE- ALLEN 73 FORESTAY/Q42598,  REPORTED COLOR SHIFT - 1/24/20 ADDITIONAL COLOR SHIFT ORANGE & PINKISH HUE ,SAVANT RECESS 3,3,,USAI-3DL-LED-C27XX-00,,,RMA13489,,ELECTRICAL
357,1/22/2020,SO87365,,NA,SAVANT SYSTEMS LLC,QUOTE- ALLEN 73 FORESTAY/Q42598,  REPORTED COLOR SHIFT - 1/24/20 ADDITIONAL COLOR SHIFT ORANGE & PINKISH HUE ,SAVANT RECESS 3,2,,USAI-3DL-DRIVER-FC-CXXIP15A-00,,,RMA13489,,ELECTRICAL
358,1/20/2020,,,NA,MAYER ELECTRIC SUPPLY - MONACA,NA,REPORTED DEFECTIVE LIGHT,BEVELED 2.2,2,,B4RDF-S-WH-WH-TRM,,,RMA13474,,ELECTRICAL
359,1/17/2020,,,NA,"SADDLEBACK DISTRIBUTING, LLC",NA,  RECEIVED DAMAGED ,BEVELED MULTIPLES,11,,LMSTA4-2-8433-C3-40KS-25-NC-277V-DIML7,,,RMA13468,,COSMETIC
360,1/17/2020,SO100048,,CM KLING (OOT),"SADDLEBACK DISTRIBUTING, LLC",LAS VEGAS CONVENTION CENTER-QT47461 ,  RECEIVED DAMAGED ,BEVELED MULTIPLES,2,,LMSTA4-2-8433-C3-40KS-25-NC-277V-DIML7,,,RMA13468,,COSMETIC
361,1/17/2020,,,NA,REXEL - OAKLAND,NA,CONCEALED DAMAGED ,BEVELED 2.2 PEND,2,,CBRD10-09C3-35KS-50-S-1163-PJ2-UNV-D6E,,,RMA13465,,COSMETIC
362,1/16/2020,SO98757,,GOLDSTICK LIGHTING DESIGN (OOT),"USESI, US ELECTRICAL SERVICES, INC",BRIDGEWATER 1ST AND 2ND, Reason for failure not determined ,MICRO,3,,MWF06-21H1-30KH-WH-WH-TRM,,,RMA13454,,ELECTRICAL
363,1/16/2020,SO92341,,(N/A),SAVANT SYSTEMS LLC,VEGAS MODERN LIGHT COVE/BLUE HERON,  REPORTED DEFECTIVE ,SERVICE PARTS,1,,USAI-4DL-RJCONNECT-FC1-01,,,RMA13451,,ELECTRICAL
364,1/15/2020,SO87985,,HKS,CITY ELECTRIC SUPPLY - DALLAS,WHITEBOX REAL ESTATE, REPORTED FISTURE ,MICRO,1,,MWF04-13H1-35KS-WH-WH-TRM,,,RMA13441,,ELECTRICAL
365,1/14/2020,,,NA,GRAYBAR ELECTRIC-ST LOUIS,NA,"ORIG SO#75994 / INV#93793  -- REPORTED DEFECTIVE - STILL NOT LIGHITNG UP - LAB FOR EVALUATION -_x000d_
REPL SO#100703 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",MICRO,2,,MDL02-08H1-RM-HSG,,,RMA13433,,ELECTRICAL
366,1/14/2020,,,NA,DOMINION ELECTRIC-ARLINGTON,NA,  EXTRA GLASS & DEFECTIVE TRIMS,BEVELED 2.2,40,,B4RDF-S-WH-WH-TRM,,,RMA13429,,COSMETIC
367,1/14/2020,SO86023,,118,ELECTRIC SUPPLY CENTER CORP.,145 BROADWAY/QUOTE 35125,  REPORTED DEFECTIVE ,MICRO,1,,MDF12-41H1-35KS-50-WH-WH-TRM,,,RMA13427,,ELECTRICAL
368,1/14/2020,,,NA,KAHANT ELECTRIC SUPPLY CO,NA,  REPORTED BAD COLOR LED ,SERVICE PARTS,1,,SP-250-1,,,RMA13421,,ELECTRICAL
369,1/13/2020,,,NA,WIEDENBACH BROWN - HAWTHORNE,NA,  REPORTED DEFECTIVE ,ASSEMBLIES,2,,A1-560-1-100A,,,RMA13420,,ELECTRICAL
370,1/13/2020,SO93429,,NA,SAVANT SYSTEMS LLC,633 TAMIAMI ,  REPORTED DEFECTIVE ,SAVANT CYLINDER 3,1,,USAI-3DL-FC1RX18A-00,,,RMA13418,,ELECTRICAL
371,1/13/2020,SO86751,,CM KLING (OOT),UNION LIGHTING USA LLC,THE PLAZA CORAL GABLES/QUOTE 38589, CREDIT WILL BE ISSUED UPON RECEIPT IN BRAND NEW CONDITION,BEVELED BASIC,12,,1010-AC1-S-01,,,RMA13417,,ELECTRICAL
372,1/13/2020,SO41976,,GENSLER - SAN FRAN,CED - MILPITAS,MORRISON FOERSTER//25632,  REPORTED DEFECTIVE ,SERVICE PARTS,1,,SP-245-0,,,RMA13412,,ELECTRICAL
373,1/10/2020,SO99045,,LIGHTBOX STUDIOS,LIGHTING PARTNERS AMERICA INC.,NY LIFE STUDIO,  REPORTED one light the gear is broke and the other the guts in housing are all loose  ,BEVELED 2.2,2,,B4SAF-24C3-30KS-T55-FTA-UNV-D6E-HSG,,,RMA13406,,ELECTRICAL
374,1/9/2020,SO95448,,DESIGN BUILD,"ARCHITECTURE, INC.",QUOTE - ACCOMMODATION - ARCHITECTURE INC/Q46683,  REPORTED DEFECTIVE ,REMOTE PS,1,,RPB-01-20X3-UNV-D2,,,RMA13398,,ELECTRICAL
375,1/9/2020,SO48167,,DAVIS PARTNERSHIP,QED-DVR,DENVER HIGHLANDS-BLDG ONE,ORIGINAL SO#48167,NANOLED MULTIPLES,8,,LNMT-1-21-21-8420-M2-30KS-10-21-21-TRM,,,RMA13397,,ELECTRICAL
376,1/9/2020,SO85588,,NA,SAVANT SYSTEMS LLC,ENCODERS INC,  REPORTED LIGHT OUT,SERVICE PARTS,1,,USAI-2DL-DRIVER-NC-WD1IV16A-00,,,RMA13396,,ELECTRICAL
377,1/9/2020,,,NA,SAVANT SYSTEMS LLC,NA,  REPORTED LIGHT OUT,SAVANT RECESS PINHOLE,1,,USAI-2DL-LED-WD1XX-00,,,RMA13396,,ELECTRICAL
378,1/8/2020,,,NA,"JNB SERVICES, INC.",NA,  REPORTED DEFECTIVE ,SERVICE PARTS,5,,SP-411-SQ-BL,,,RMA13387,,ELECTRICAL
379,1/8/2020,SO92562,,NA,CED - ORANGE,NA,  REPORTED DEFECTIVE  ,HARDWARE,4,,W2-057C,,,RMA13382,,ELECTRICAL
380,1/8/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#74750 / INV#90450 -- REPORTED DEFECTIVE - NOT LIGHTING UP - SITE VISIT - THOMAS - PROJECT: MORGAN STANLEY AMENTITIES -  _x000d_
REPL SO#100411 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",SERVICE PARTS,3,,SP-187-M2-20-D4,,,RMA13381,,ELECTRICAL
381,1/8/2020,SO82742,,FISHER MARANTZ STONE,WIEDENBACH BROWN - HICKSVILLE,GENERAL DYNAMICS Q35619,  REPORTED DEFECTIVE ,SERVICE PARTS,3,,SP-029-90,,,RMA13378,,ELECTRICAL
382,1/8/2020,SO93513,,CLAUS F. RADEMACHER ARCHITECTS,WIEDENBACH BROWN - HICKSVILLE,GRAHAM RESIDENCE /Q45575,  REPORTED  DEFECTIVE ,REMOTE PS,1,,RPB-01-20X3-120V-D3,,,RMA13373,,ELECTRICAL
383,1/8/2020,SO92099,,SMITH GROUP,BORDER STATES ELEC-FAR,SKY HARBOR/QUOTE 44268,  REPORTED DEFECTIVE  ,REMOTE PS,12,,RPA-08-08H1-UNV-D6E,,,RMA13372,,ELECTRICAL
384,1/8/2020,,,NA,BORDER STATES ELEC-FAR,NA,  REPORTED DEFECTIVE  ,REMOTE PS,10,,RPA-08-08H1-UNV-D6E,,,RMA13372,,ELECTRICAL
385,1/8/2020,,,NA,BORDER STATES ELEC-FAR,NA,  REPORTED DEFECTIVE  ,MICRO,10,,MDF02-08H1-35KS-50-BL-BL-TRM,,,RMA13372,,ELECTRICAL
386,1/7/2020,SO91584,,HOTTENROTH & JOSEPH ARCHITECTS,MILLENNIUM COLLECTION,253 W 101 STREET,  REPORTED FIXTURE STOPPED WORKING  ,ACCESSORY,1,,CB 27,,,RMA13370,,ELECTRICAL
387,1/7/2020,SO91584,,HOTTENROTH & JOSEPH ARCHITECTS,MILLENNIUM COLLECTION,253 W 101 STREET,  REPORTED FIXTURE STOPPED WORKING  ,BEVELED MINI,1,,B3SAL-25-S-WH-TRM,,,RMA13370,,ELECTRICAL
388,1/6/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#45776 / INV#51099 -- REPORTED DEFECTIVE - LIGHTS SHUT OFF - STANLEY - SITE VISIT - PROJECT: VERMONT LAND TRUST - _x000d_
REPL SO#100265 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",LED,8,,LED-293-S00-30B,,,RMA13364,,ELECTRICAL
389,1/3/2020,,,NA,HICKS ELECTRIC & UTILITY SUPPLY,NA,"ORIG SO#96971 / INV#125922, 125996 -- REPORTED DEFECTIVE - NOT LIGHTING UP - _x000d_
REPL SO#100215 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",MICRO,1,,MWF06-21H1-35KH-WH-WH-TRM,,,RMA13356,,ELECTRICAL
390,1/3/2020,SO98512,,NA,SAMSON ELECTRICAL SUPPLY,PTC THERAPEUTICS,  REPORTED NOT WORKING ,MICRO,1,,MWF12-41H1-30KS-WH-WH-TRM,,,RMA13352,,ELECTRICAL
